seed,algo,episode,is_final,steps_to_mastery,total_reward,done_reason,running_mean_steps,running_mean_reward
0,SARSA,10,0,20,127.0,mastery,13.636,93.091
0,SARSA,11,0,6,77.8,mastery,13.0,91.817
0,SARSA,12,0,5,66.0,mastery,12.385,89.831
0,SARSA,13,0,10,67.0,mastery,12.214,88.2
0,SARSA,14,0,7,61.6,mastery,11.867,86.427
0,SARSA,15,0,6,75.8,mastery,11.5,85.762
0,SARSA,16,0,15,104.0,mastery,11.706,86.835
0,SARSA,17,0,15,51.0,mastery,11.889,84.844
0,SARSA,18,0,5,73.0,mastery,11.526,84.221
0,SARSA,19,0,5,73.0,mastery,11.2,83.66
0,SARSA,20,0,9,71.2,mastery,11.095,83.067
0,SARSA,21,0,17,57.6,mastery,11.364,81.909
0,SARSA,22,0,5,73.0,mastery,11.087,81.522
0,SARSA,23,0,30,46.0,timeout,11.875,80.042
0,SARSA,24,0,9,64.2,mastery,11.76,79.408
0,SARSA,25,0,5,73.0,mastery,11.5,79.162
0,SARSA,26,0,12,71.6,mastery,11.519,78.881
0,SARSA,27,0,6,77.8,mastery,11.321,78.843
0,SARSA,28,0,5,75.0,mastery,11.103,78.71
0,SARSA,29,0,6,70.8,mastery,10.933,78.447
0,SARSA,30,0,17,84.6,mastery,11.129,78.645
0,SARSA,31,0,12,72.6,mastery,11.156,78.456
0,SARSA,32,0,10,81.0,mastery,11.121,78.533
0,SARSA,33,0,6,77.8,mastery,10.971,78.512
0,SARSA,34,0,10,73.0,mastery,10.943,78.354
0,SARSA,35,0,5,73.0,mastery,10.778,78.206
0,SARSA,36,0,4,75.2,mastery,10.595,78.124
0,SARSA,37,0,12,68.6,mastery,10.632,77.874
0,SARSA,38,0,6,63.8,mastery,10.513,77.513
0,SARSA,39,0,5,73.0,mastery,10.375,77.4
0,SARSA,40,0,16,59.8,mastery,10.512,76.971
0,SARSA,41,0,10,73.0,mastery,10.5,76.876
0,SARSA,42,0,4,75.2,mastery,10.349,76.837
0,SARSA,43,0,10,69.0,mastery,10.341,76.659
0,SARSA,44,0,12,68.6,mastery,10.378,76.48
0,SARSA,45,0,4,75.2,mastery,10.239,76.452
0,SARSA,46,0,9,76.2,mastery,10.213,76.447
0,SARSA,47,0,12,73.6,mastery,10.25,76.387
0,SARSA,48,0,8,66.4,mastery,10.204,76.184
0,SARSA,49,1,9,71.2,mastery,10.18,76.084
1,Random,0,0,9,112.2,mastery,9.0,112.2
1,Random,1,0,30,-32.0,timeout,19.5,40.1
1,Random,2,0,9,69.2,mastery,16.0,49.8
1,Random,3,0,30,-3.0,timeout,19.5,36.6
1,Random,4,0,27,76.6,mastery,21.0,44.6
1,Random,5,0,19,73.2,mastery,20.667,49.367
1,Random,6,0,9,88.2,mastery,19.0,54.914
1,Random,7,0,11,119.8,mastery,18.0,63.025
1,Random,8,0,30,181.0,timeout,19.333,76.133
1,Random,9,0,13,72.4,mastery,18.7,75.76
1,Random,10,0,27,82.6,mastery,19.455,76.382
1,Random,11,0,6,70.8,mastery,18.333,75.917
1,Random,12,0,11,71.8,mastery,17.769,75.6
1,Random,13,0,14,67.2,mastery,17.5,75.0
1,Random,14,0,10,86.0,mastery,17.0,75.733
1,Random,15,0,21,94.8,mastery,17.25,76.925
1,Random,16,0,5,62.0,mastery,16.529,76.047
1,Random,17,0,30,173.0,timeout,17.278,81.433
1,Random,18,0,16,89.8,mastery,17.211,81.874
1,Random,19,0,8,71.4,mastery,16.75,81.35
1,Random,20,0,20,69.0,mastery,16.905,80.762
1,Random,21,0,11,52.8,mastery,16.636,79.491
1,Random,22,0,13,82.4,mastery,16.478,79.617
1,Random,23,0,25,163.0,mastery,16.833,83.092
1,Random,24,0,12,76.6,mastery,16.64,82.832
1,Random,25,0,16,83.8,mastery,16.615,82.869
1,Random,26,0,28,57.4,mastery,17.037,81.926
1,Random,27,0,5,85.0,mastery,16.607,82.036
1,Random,28,0,9,100.2,mastery,16.345,82.662
1,Random,29,0,20,66.0,mastery,16.467,82.107
1,Random,30,0,19,157.2,mastery,16.548,84.529
1,Random,31,0,11,65.8,mastery,16.375,83.944
1,Random,32,0,19,72.2,mastery,16.455,83.588
1,Random,33,0,9,100.2,mastery,16.235,84.076
1,Random,34,0,7,80.6,mastery,15.971,83.977
1,Random,35,0,16,62.8,mastery,15.972,83.389
1,Random,36,0,7,73.6,mastery,15.73,83.124
1,Random,37,0,30,22.0,timeout,16.105,81.516
1,Random,38,0,10,74.0,mastery,15.949,81.323
1,Random,39,0,17,130.6,mastery,15.975,82.555
1,Random,40,0,14,72.2,mastery,15.927,82.302
1,Random,41,0,22,141.6,mastery,16.071,83.714
1,Random,42,0,30,132.0,timeout,16.395,84.837
1,Random,43,0,13,115.4,mastery,16.318,85.532
1,Random,44,0,26,51.8,mastery,16.533,84.782
1,Random,45,0,27,77.6,mastery,16.761,84.626
1,Random,46,0,29,121.2,mastery,17.021,85.404
1,Random,47,0,12,129.6,mastery,16.917,86.325
1,Random,48,0,25,52.0,mastery,17.082,85.624
1,Random,49,1,23,66.4,mastery,17.2,85.24
1,SARSA,0,0,4,75.2,mastery,4.0,75.2
1,SARSA,1,0,8,66.4,mastery,6.0,70.8
1,SARSA,2,0,8,66.4,mastery,6.667,69.333
1,SARSA,3,0,4,75.2,mastery,6.0,70.8
1,SARSA,4,0,5,73.0,mastery,5.8,71.24
1,SARSA,5,0,18,88.4,mastery,7.833,74.1
1,SARSA,6,0,8,66.4,mastery,7.857,73.0
1,SARSA,7,0,8,66.4,mastery,7.875,72.175
1,SARSA,8,0,9,75.2,mastery,8.0,72.511
1,SARSA,9,0,6,70.8,mastery,7.8,72.34
1,SARSA,10,0,26,59.8,mastery,9.455,71.2
1,SARSA,11,0,4,75.2,mastery,9.0,71.533
1,SARSA,12,0,6,84.8,mastery,8.769,72.554
1,SARSA,13,0,6,70.8,mastery,8.571,72.429
1,SARSA,14,0,12,64.6,mastery,8.8,71.907
1,SARSA,15,0,12,68.6,mastery,9.0,71.7
1,SARSA,16,0,4,75.2,mastery,8.706,71.906
1,SARSA,17,0,9,71.2,mastery,8.722,71.867
1,SARSA,18,0,6,74.8,mastery,8.579,72.021
1,SARSA,19,0,8,66.4,mastery,8.55,71.74
1,SARSA,20,0,7,68.6,mastery,8.476,71.59
1,SARSA,21,0,8,73.4,mastery,8.455,71.673
1,SARSA,22,0,6,70.8,mastery,8.348,71.635
1,SARSA,23,0,7,68.6,mastery,8.292,71.508
1,SARSA,24,0,7,68.6,mastery,8.24,71.392
1,SARSA,25,0,11,73.8,mastery,8.346,71.485
1,SARSA,26,0,7,75.6,mastery,8.296,71.637
1,SARSA,27,0,9,78.2,mastery,8.321,71.871
1,SARSA,28,0,7,68.6,mastery,8.276,71.759
1,SARSA,29,0,7,68.6,mastery,8.233,71.653
1,SARSA,30,0,16,59.8,mastery,8.484,71.271
1,SARSA,31,0,5,73.0,mastery,8.375,71.325
1,SARSA,32,0,5,73.0,mastery,8.273,71.376
1,SARSA,33,0,10,62.0,mastery,8.324,71.1
1,SARSA,34,0,4,75.2,mastery,8.2,71.217
1,SARSA,35,0,9,71.2,mastery,8.222,71.217
1,SARSA,36,0,10,71.0,mastery,8.27,71.211
1,SARSA,37,0,6,72.8,mastery,8.211,71.253
1,SARSA,38,0,7,68.6,mastery,8.179,71.185
1,SARSA,39,0,8,73.4,mastery,8.175,71.24
1,SARSA,40,0,6,70.8,mastery,8.122,71.229
1,SARSA,41,0,7,68.6,mastery,8.095,71.167
1,SARSA,42,0,4,75.2,mastery,8.0,71.26
1,SARSA,43,0,6,77.8,mastery,7.955,71.409
1,SARSA,44,0,6,70.8,mastery,7.911,71.396
1,SARSA,45,0,16,80.8,mastery,8.087,71.6
1,SARSA,46,0,4,75.2,mastery,8.0,71.677
1,SARSA,47,0,5,73.0,mastery,7.938,71.704
1,SARSA,48,0,5,73.0,mastery,7.878,71.731
1,SARSA,49,1,4,75.2,mastery,7.8,71.8
2,Random,0,0,30,-3.0,timeout,30.0,-3.0
2,Random,1,0,5,71.0,mastery,17.5,34.0
2,Random,2,0,9,88.2,mastery,14.667,52.067
2,Random,3,0,17,88.6,mastery,15.25,61.2
2,Random,4,0,7,68.6,mastery,13.6,62.68
2,Random,5,0,6,70.8,mastery,12.333,64.033
2,Random,6,0,8,78.4,mastery,11.714,66.086
2,Random,7,0,15,58.0,mastery,12.125,65.075
2,Random,8,0,25,50.0,mastery,13.556,63.4
2,Random,9,0,14,117.2,mastery,13.6,68.78
2,Random,10,0,13,60.4,mastery,13.545,68.018
2,Random,11,0,30,105.0,timeout,14.917,71.1
2,Random,12,0,10,81.0,mastery,14.538,71.862
2,Random,13,0,28,163.4,mastery,15.5,78.4
2,Random,14,0,30,41.0,timeout,16.467,75.907
2,Random,15,0,8,95.4,mastery,15.938,77.125
2,Random,16,0,28,120.4,mastery,16.647,79.671
2,Random,17,0,6,68.8,mastery,16.056,79.067
2,Random,18,0,14,142.2,mastery,15.947,82.389
2,Random,19,0,30,-22.0,timeout,16.65,77.17
2,Random,20,0,12,85.6,mastery,16.429,77.571
2,Random,21,0,6,70.8,mastery,15.955,77.264
2,Random,22,0,30,98.0,timeout,16.565,78.165
2,Random,23,0,12,88.6,mastery,16.375,78.6
2,Random,24,0,9,71.2,mastery,16.08,78.304
2,Random,25,0,30,3.0,timeout,16.615,75.408
2,Random,26,0,11,102.8,mastery,16.407,76.422
2,Random,27,0,13,51.4,mastery,16.286,75.529
2,Random,28,0,30,38.0,timeout,16.759,74.234
2,Random,29,0,6,59.8,mastery,16.4,73.753
2,Random,30,0,28,226.4,mastery,16.774,78.677
2,Random,31,0,8,66.4,mastery,16.5,78.294
2,Random,32,0,24,201.2,mastery,16.727,82.018
2,Random,33,0,19,79.2,mastery,16.794,81.935
2,Random,34,0,30,106.0,timeout,17.171,82.623
2,Random,35,0,30,-15.0,timeout,17.528,79.911
2,Random,36,0,21,60.8,mastery,17.622,79.395
2,Random,37,0,5,66.0,mastery,17.289,79.042
2,Random,38,0,8,78.4,mastery,17.051,79.026
2,Random,39,0,6,59.8,mastery,16.775,78.545
2,Random,40,0,6,75.8,mastery,16.512,78.478
2,Random,41,0,16,103.8,mastery,16.5,79.081
2,Random,42,0,18,96.4,mastery,16.535,79.484
2,Random,43,0,9,112.2,mastery,16.364,80.227
2,Random,44,0,12,57.6,mastery,16.267,79.724
2,Random,45,0,12,74.6,mastery,16.174,79.613
2,Random,46,0,4,75.2,mastery,15.915,79.519
2,Random,47,0,22,63.6,mastery,16.042,79.188
2,Random,48,0,9,81.2,mastery,15.898,79.229
2,Random,49,1,8,83.4,mastery,15.74,79.312
2,SARSA,0,0,6,70.8,mastery,6.0,70.8
2,SARSA,1,0,6,70.8,mastery,6.0,70.8
2,SARSA,2,0,8,66.4,mastery,6.667,69.333
2,SARSA,3,0,30,78.0,timeout,12.5,71.5
2,SARSA,4,0,30,124.0,timeout,16.0,82.0
2,SARSA,5,0,30,119.0,timeout,18.333,88.167
2,SARSA,6,0,30,138.0,timeout,20.0,95.286
2,SARSA,7,0,30,116.0,timeout,21.25,97.875
2,SARSA,8,0,30,130.0,timeout,22.222,101.444
2,SARSA,9,0,30,137.0,timeout,23.0,105.0
2,SARSA,10,0,30,137.0,timeout,23.636,107.909
2,SARSA,11,0,30,130.0,timeout,24.167,109.75
2,SARSA,12,0,30,135.0,timeout,24.615,111.692
2,SARSA,13,0,30,116.0,timeout,25.0,112.0
2,SARSA,14,0,5,78.0,mastery,23.667,109.733
2,SARSA,15,0,10,91.0,mastery,22.812,108.562
2,SARSA,16,0,13,84.4,mastery,22.235,107.141
2,SARSA,17,0,10,79.0,mastery,21.556,105.578
2,SARSA,18,0,30,123.0,timeout,22.0,106.495
2,SARSA,19,0,22,155.6,mastery,22.0,108.95
2,SARSA,20,0,30,130.0,timeout,22.381,109.952
2,SARSA,21,0,30,115.0,timeout,22.727,110.182
2,SARSA,22,0,30,123.0,timeout,23.043,110.739
2,SARSA,23,0,30,137.0,timeout,23.333,111.833
2,SARSA,24,0,30,132.0,timeout,23.6,112.64
2,SARSA,25,0,30,137.0,timeout,23.846,113.577
2,SARSA,26,0,30,137.0,timeout,24.074,114.444
2,SARSA,27,0,30,130.0,timeout,24.286,115.0
2,SARSA,28,0,6,70.8,mastery,23.655,113.476
2,SARSA,29,0,9,83.2,mastery,23.167,112.467
2,SARSA,30,0,8,66.4,mastery,22.677,110.981
2,SARSA,31,0,9,78.2,mastery,22.25,109.956
2,SARSA,32,0,13,66.4,mastery,21.97,108.636
2,SARSA,33,0,7,68.6,mastery,21.529,107.459
2,SARSA,34,0,4,75.2,mastery,21.029,106.537
2,SARSA,35,0,5,73.0,mastery,20.583,105.606
2,SARSA,36,0,9,64.2,mastery,20.27,104.486
2,SARSA,37,0,7,70.6,mastery,19.921,103.595
2,SARSA,38,0,7,68.6,mastery,19.59,102.697
2,SARSA,39,0,6,70.8,mastery,19.25,101.9
2,SARSA,40,0,6,70.8,mastery,18.927,101.141
2,SARSA,41,0,21,52.8,mastery,18.976,99.99
2,SARSA,42,0,25,66.0,mastery,19.116,99.2
2,SARSA,43,0,6,70.8,mastery,18.818,98.555
2,SARSA,44,0,6,70.8,mastery,18.533,97.938
2,SARSA,45,0,30,91.0,timeout,18.783,97.787
2,SARSA,46,0,30,58.0,timeout,19.021,96.94
2,SARSA,47,0,30,53.0,timeout,19.25,96.025
2,SARSA,48,0,30,137.0,timeout,19.469,96.861
2,SARSA,49,1,30,137.0,timeout,19.68,97.664
3,Random,0,0,7,104.6,mastery,7.0,104.6
3,Random,1,0,15,70.0,mastery,11.0,87.3
3,Random,2,0,11,84.8,mastery,11.0,86.467
3,Random,3,0,6,59.8,mastery,9.75,79.8
3,Random,4,0,26,85.8,mastery,13.0,81.0
3,Random,5,0,10,110.0,mastery,12.5,85.833
3,Random,6,0,3,59.4,mastery,11.143,82.057
3,Random,7,0,17,124.6,mastery,11.875,87.375
3,Random,8,0,10,93.0,mastery,11.667,88.0
3,Random,9,0,13,70.4,mastery,11.8,86.24
3,Random,10,0,11,102.8,mastery,11.727,87.745
3,Random,11,0,8,78.4,mastery,11.417,86.967
3,Random,12,0,5,78.0,mastery,10.923,86.277
3,Random,13,0,6,77.8,mastery,10.571,85.671
3,Random,14,0,21,193.8,mastery,11.267,92.88
3,Random,15,0,11,85.8,mastery,11.25,92.437
3,Random,16,0,25,73.0,mastery,12.059,91.294
3,Random,17,0,13,83.4,mastery,12.111,90.856
3,Random,18,0,9,64.2,mastery,11.947,89.453
3,Random,19,0,21,96.8,mastery,12.4,89.82
3,Random,20,0,9,95.2,mastery,12.238,90.076
3,Random,21,0,10,76.0,mastery,12.136,89.436
3,Random,22,0,11,114.8,mastery,12.087,90.539
3,Random,23,0,4,57.2,mastery,11.75,89.15
3,Random,24,0,19,57.2,mastery,12.04,87.872
3,Random,25,0,6,82.8,mastery,11.808,87.677
3,Random,26,0,19,68.2,mastery,12.074,86.956
3,Random,27,0,19,49.2,mastery,12.321,85.607
3,Random,28,0,17,77.6,mastery,12.483,85.331
3,Random,29,0,20,87.0,mastery,12.733,85.387
3,Random,30,0,15,86.0,mastery,12.806,85.406
3,Random,31,0,8,66.4,mastery,12.656,84.812
3,Random,32,0,15,110.0,mastery,12.727,85.576
3,Random,33,0,5,86.0,mastery,12.5,85.588
3,Random,34,0,30,130.0,timeout,13.0,86.857
3,Random,35,0,25,59.0,mastery,13.333,86.083
3,Random,36,0,19,61.2,mastery,13.486,85.411
3,Random,37,0,11,66.8,mastery,13.421,84.921
3,Random,38,0,30,-17.0,timeout,13.846,82.308
3,Random,39,0,17,106.6,mastery,13.925,82.915
3,Random,40,0,20,89.0,mastery,14.073,83.063
3,Random,41,0,10,115.0,mastery,13.976,83.824
3,Random,42,0,30,10.0,timeout,14.349,82.107
3,Random,43,0,20,92.0,mastery,14.477,82.332
3,Random,44,0,5,74.0,mastery,14.267,82.147
3,Random,45,0,12,73.6,mastery,14.217,81.961
3,Random,46,0,15,102.0,mastery,14.234,82.387
3,Random,47,0,13,107.4,mastery,14.208,82.908
3,Random,48,0,23,47.4,mastery,14.388,82.184
3,Random,49,1,19,99.2,mastery,14.48,82.524
3,SARSA,0,0,30,130.0,timeout,30.0,130.0
3,SARSA,1,0,30,137.0,timeout,30.0,133.5
3,SARSA,2,0,30,137.0,timeout,30.0,134.667
3,SARSA,3,0,30,142.0,timeout,30.0,136.5
3,SARSA,4,0,30,114.0,timeout,30.0,132.0
3,SARSA,5,0,30,137.0,timeout,30.0,132.833
3,SARSA,6,0,30,137.0,timeout,30.0,133.429
3,SARSA,7,0,30,137.0,timeout,30.0,133.875
3,SARSA,8,0,30,137.0,timeout,30.0,134.222
3,SARSA,9,0,30,137.0,timeout,30.0,134.5
3,SARSA,10,0,30,137.0,timeout,30.0,134.727
3,SARSA,11,0,30,137.0,timeout,30.0,134.917
3,SARSA,12,0,30,135.0,timeout,30.0,134.923
3,SARSA,13,0,30,86.0,timeout,30.0,131.429
3,SARSA,14,0,13,81.4,mastery,28.867,128.093
3,SARSA,15,0,10,76.0,mastery,27.688,124.838
3,SARSA,16,0,6,70.8,mastery,26.412,121.659
3,SARSA,17,0,6,74.8,mastery,25.278,119.056
3,SARSA,18,0,12,68.6,mastery,24.579,116.4
3,SARSA,19,0,9,80.2,mastery,23.8,114.59
3,SARSA,20,0,11,80.8,mastery,23.19,112.981
3,SARSA,21,0,10,73.0,mastery,22.591,111.164
3,SARSA,22,0,5,80.0,mastery,21.826,109.809
3,SARSA,23,0,9,75.2,mastery,21.292,108.367
3,SARSA,24,0,5,73.0,mastery,20.64,106.952
3,SARSA,25,0,6,70.8,mastery,20.077,105.562
3,SARSA,26,0,8,73.4,mastery,19.63,104.37
3,SARSA,27,0,5,73.0,mastery,19.107,103.25
3,SARSA,28,0,7,75.6,mastery,18.69,102.297
3,SARSA,29,0,7,72.6,mastery,18.3,101.307
3,SARSA,30,0,9,75.2,mastery,18.0,100.465
3,SARSA,31,0,5,73.0,mastery,17.594,99.606
3,SARSA,32,0,30,58.0,timeout,17.97,98.345
3,SARSA,33,0,5,73.0,mastery,17.588,97.6
3,SARSA,34,0,7,77.6,mastery,17.286,97.029
3,SARSA,35,0,30,95.0,timeout,17.639,96.972
3,SARSA,36,0,4,75.2,mastery,17.27,96.384
3,SARSA,37,0,12,75.6,mastery,17.132,95.837
3,SARSA,38,0,9,71.2,mastery,16.923,95.205
3,SARSA,39,0,4,75.2,mastery,16.6,94.705
3,SARSA,40,0,5,75.0,mastery,16.317,94.224
3,SARSA,41,0,10,73.0,mastery,16.167,93.719
3,SARSA,42,0,8,66.4,mastery,15.977,93.084
3,SARSA,43,0,5,73.0,mastery,15.727,92.627
3,SARSA,44,0,7,68.6,mastery,15.533,92.093
3,SARSA,45,0,8,73.4,mastery,15.37,91.687
3,SARSA,46,0,7,75.6,mastery,15.191,91.345
3,SARSA,47,0,5,73.0,mastery,14.979,90.962
3,SARSA,48,0,4,75.2,mastery,14.755,90.641
3,SARSA,49,1,6,70.8,mastery,14.58,90.244
4,Random,0,0,8,59.4,mastery,8.0,59.4
4,Random,1,0,4,57.2,mastery,6.0,58.3
4,Random,2,0,10,74.0,mastery,7.333,63.533
4,Random,3,0,4,75.2,mastery,6.5,66.45
4,Random,4,0,12,70.6,mastery,7.6,67.28
4,Random,5,0,6,77.8,mastery,7.333,69.033
4,Random,6,0,16,67.8,mastery,8.571,68.857
4,Random,7,0,9,105.2,mastery,8.625,73.4
4,Random,8,0,18,70.4,mastery,9.667,73.067
4,Random,9,0,20,180.0,mastery,10.7,83.76
4,Random,10,0,16,136.8,mastery,11.182,88.582
4,Random,11,0,21,125.8,mastery,12.0,91.683
4,Random,12,0,5,67.0,mastery,11.462,89.785
4,Random,13,0,30,-8.0,timeout,12.786,82.8
4,Random,14,0,8,78.4,mastery,12.467,82.507
4,Random,15,0,22,70.6,mastery,13.062,81.763
4,Random,16,0,27,109.6,mastery,13.882,83.4
4,Random,17,0,7,97.6,mastery,13.5,84.189
4,Random,18,0,26,230.8,mastery,14.158,91.905
4,Random,19,0,19,67.2,mastery,14.4,90.67
4,Random,20,0,7,99.6,mastery,14.048,91.095
4,Random,21,0,17,129.6,mastery,14.182,92.845
4,Random,22,0,12,50.6,mastery,14.087,91.009
4,Random,23,0,15,58.0,mastery,14.125,89.633
4,Random,24,0,10,83.0,mastery,13.96,89.368
4,Random,25,0,11,88.8,mastery,13.846,89.346
4,Random,26,0,30,108.0,mastery,14.444,90.037
4,Random,27,0,12,83.6,mastery,14.357,89.807
4,Random,28,0,14,72.2,mastery,14.345,89.2
4,Random,29,0,8,66.4,mastery,14.133,88.44
4,Random,30,0,19,113.2,mastery,14.29,89.239
4,Random,31,0,30,193.0,timeout,14.781,92.481
4,Random,32,0,30,85.0,timeout,15.242,92.255
4,Random,33,0,7,74.6,mastery,15.0,91.735
4,Random,34,0,11,61.8,mastery,14.886,90.88
4,Random,35,0,18,167.4,mastery,14.972,93.006
4,Random,36,0,30,75.0,timeout,15.378,92.519
4,Random,37,0,30,76.0,timeout,15.763,92.084
4,Random,38,0,22,94.6,mastery,15.923,92.149
4,Random,39,0,15,102.0,mastery,15.9,92.395
4,Random,40,0,10,122.0,mastery,15.756,93.117
4,Random,41,0,22,111.6,mastery,15.905,93.557
4,Random,42,0,15,62.0,mastery,15.884,92.823
4,Random,43,0,23,125.4,mastery,16.045,93.564
4,Random,44,0,15,80.0,mastery,16.022,93.262
4,Random,45,0,10,127.0,mastery,15.891,93.996
4,Random,46,0,13,115.4,mastery,15.83,94.451
4,Random,47,0,17,65.6,mastery,15.854,93.85
4,Random,48,0,11,95.8,mastery,15.755,93.89
4,Random,49,1,6,71.8,mastery,15.56,93.448
4,SARSA,0,0,8,68.4,mastery,8.0,68.4
4,SARSA,1,0,10,69.0,mastery,9.0,68.7
4,SARSA,2,0,5,73.0,mastery,7.667,70.133
4,SARSA,3,0,8,66.4,mastery,7.75,69.2
4,SARSA,4,0,5,80.0,mastery,7.2,71.36
4,SARSA,5,0,13,66.4,mastery,8.167,70.533
4,SARSA,6,0,7,68.6,mastery,8.0,70.257
4,SARSA,7,0,5,73.0,mastery,7.625,70.6
4,SARSA,8,0,11,59.8,mastery,8.0,69.4
4,SARSA,9,0,5,73.0,mastery,7.7,69.76
4,SARSA,10,0,7,77.6,mastery,7.636,70.473
4,SARSA,11,0,5,73.0,mastery,7.417,70.683
4,SARSA,12,0,7,68.6,mastery,7.385,70.523
4,SARSA,13,0,9,64.2,mastery,7.5,70.071
4,SARSA,14,0,9,64.2,mastery,7.6,69.68
4,SARSA,15,0,5,73.0,mastery,7.438,69.888
4,SARSA,16,0,4,75.2,mastery,7.235,70.2
4,SARSA,17,0,6,77.8,mastery,7.167,70.622
4,SARSA,18,0,6,70.8,mastery,7.105,70.632
4,SARSA,19,0,17,78.6,mastery,7.6,71.03
4,SARSA,20,0,30,130.0,timeout,8.667,73.838
4,SARSA,21,0,5,73.0,mastery,8.5,73.8
4,SARSA,22,0,4,75.2,mastery,8.304,73.861
4,SARSA,23,0,5,73.0,mastery,8.167,73.825
4,SARSA,24,0,6,72.8,mastery,8.08,73.784
4,SARSA,25,0,4,75.2,mastery,7.923,73.838
4,SARSA,26,0,4,75.2,mastery,7.778,73.889
4,SARSA,27,0,6,70.8,mastery,7.714,73.779
4,SARSA,28,0,5,73.0,mastery,7.621,73.752
4,SARSA,29,0,11,66.8,mastery,7.733,73.52
4,SARSA,30,0,10,73.0,mastery,7.806,73.503
4,SARSA,31,0,8,80.4,mastery,7.812,73.719
4,SARSA,32,0,21,51.8,mastery,8.212,73.055
4,SARSA,33,0,7,68.6,mastery,8.176,72.924
4,SARSA,34,0,5,73.0,mastery,8.086,72.926
4,SARSA,35,0,7,70.6,mastery,8.056,72.861
4,SARSA,36,0,4,75.2,mastery,7.946,72.924
4,SARSA,37,0,12,75.6,mastery,8.053,72.995
4,SARSA,38,0,7,70.6,mastery,8.026,72.933
4,SARSA,39,0,5,75.0,mastery,7.95,72.985
4,SARSA,40,0,8,66.4,mastery,7.951,72.824
4,SARSA,41,0,8,66.4,mastery,7.952,72.671
4,SARSA,42,0,6,72.8,mastery,7.907,72.674
4,SARSA,43,0,11,70.8,mastery,7.977,72.632
4,SARSA,44,0,8,66.4,mastery,7.978,72.493
4,SARSA,45,0,7,75.6,mastery,7.957,72.561
